"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"log_lik[4321]",-8.37429732811762,0.00123995211573973,0.0891954833140913,-8.59143339193503,-8.42045429193731,-8.35561657142813,-8.30813650602999,-8.25930122105995,5174.58944433601,1.00018784625
"log_lik[4322]",-14.193857424257,0.0118189836735149,0.720331362755942,-15.6921829052325,-14.6568713237002,-14.1634152212967,-13.695954923199,-12.86369825658,3714.53438335108,1.00236867552564
"log_lik[4323]",-7.82752180908744,0.000740583090798749,0.0457941343708198,-7.9437977843734,-7.85052733571984,-7.81707314280645,-7.79383332342807,-7.76858703410792,3823.59710813967,1.00060307626179
"log_lik[4324]",-8.68785645787603,0.00286819242937036,0.17137130145745,-9.05679804365536,-8.79693308445611,-8.67611658414797,-8.56468887709244,-8.38752841536584,3569.92933528373,1.0000299280597
"log_lik[4325]",-9.09628163513931,0.000812316139125442,0.0595612268834635,-9.24788905357955,-9.12460740199477,-9.08080553766433,-9.05254731509657,-9.02519118713518,5376.22091849628,1.00019081538112
"log_lik[4326]",-5.53869419717906,0.00127723595401953,0.131039630003277,-5.8396615281003,-5.61592078216673,-5.52081699961039,-5.44374553889821,-5.33500860692679,10525.9922420042,1.00022555945245
"log_lik[4327]",-2.56029864304388,0.00450785432789823,0.326569548118762,-3.24987982124013,-2.77386012549254,-2.55016610692409,-2.3315199878685,-1.96773243798741,5248.21507038352,1.00149266059957
"log_lik[4328]",-5.6460287927826,0.00191750162490736,0.125241050604192,-5.93830643529946,-5.71869702861296,-5.62704069447555,-5.55612105730751,-5.45439850612244,4266.01052821366,1.00220326448292
"log_lik[4329]",-6.70320840467031,0.000922849925860993,0.0598843612321592,-6.8491711122843,-6.73607186589126,-6.69166891392663,-6.65807314159927,-6.62234958891526,4210.8006328403,1.00052848166618
"log_lik[4330]",-7.55174430739954,0.00207447873055031,0.125992087105405,-7.83529070420793,-7.62920261667938,-7.53881660975126,-7.45918760431663,-7.34681669472333,3688.65950256909,1.00004108073124
"log_lik[4331]",-8.12414874740609,0.000329721478872565,0.0271779664653314,-8.19639106502547,-8.13332078337137,-8.1180595510895,-8.10716387603282,-8.09087387164748,6794.21739186433,0.999946416449019
"log_lik[4332]",-7.34171010661387,0.00486345129196099,0.417429888322184,-8.18297283804715,-7.61351699131466,-7.33206033355811,-7.05086525734549,-6.56119119554224,7366.78409739655,1.00015290707808
"log_lik[4333]",-11.5802488503441,0.00539201292908375,0.497886499749244,-12.597427623668,-11.9050798052858,-11.5703804498749,-11.2388491841515,-10.6450102292391,8526.26548334164,0.999922222714954
"log_lik[4334]",-7.48196235987651,0.00102910850877188,0.0983219908663771,-7.69336453444163,-7.54369311286004,-7.47316812304911,-7.4121301526132,-7.31519393167115,9128.07058038342,1.00025641684369
"log_lik[4335]",-8.03293626351798,0.000448830696254254,0.0431943523524047,-8.13455510670423,-8.05771534082239,-8.02626432925299,-8.0011446976932,-7.96942106977966,9261.65993198816,1.00002619585551
"log_lik[4336]",-8.48452026371679,0.000162520088228381,0.0148558314718469,-8.51881689387758,-8.49272917637613,-8.48325943504064,-8.47450692334779,-8.45964909996018,8355.64209544845,0.999885999479972
"log_lik[4337]",-4.48885031012867,0.0028690750125441,0.277647168468396,-5.07417616204495,-4.66713672341278,-4.47124104738124,-4.29429063433668,-3.99234873257971,9364.89023252547,0.99990364055639
"log_lik[4338]",-5.16286873525681,0.000385910508354248,0.0381893392077129,-5.26484385054799,-5.17547774249881,-5.15210400211174,-5.13875359206504,-5.12103091482333,9792.89455952167,1.00038493717837
"log_lik[4339]",-6.56678361972027,0.00119001735838766,0.114927906161383,-6.82499924236756,-6.63602994549487,-6.55329983666526,-6.48072870393339,-6.38491220906267,9327.05196220615,0.999975937623021
"log_lik[4340]",-7.48183793802989,0.000853632086115842,0.0825250742522409,-7.67987402241331,-7.52895973598263,-7.46766193720791,-7.41986789736738,-7.36748317807635,9346.09918763995,1.0001814143199
"log_lik[4341]",-8.26379308340744,0.00161937597383372,0.148312609819203,-8.59503932973629,-8.35490751500722,-8.24731862435012,-8.15527341429249,-8.02180363922831,8388.04537827982,1.00018597111911
"log_lik[4342]",-4.33193308403326,0.00157471144615551,0.166498581373421,-4.70173055564163,-4.43533847964135,-4.31758909001739,-4.21060112462426,-4.0515338295245,11179.415727164,0.999997224184002
"log_lik[4343]",-9.89152410264748,0.00914484449705814,0.941952393055436,-11.90274848563,-10.4805202168638,-9.84444823470276,-9.2259939991997,-8.21285771228083,10609.7526156298,0.999792131379212
"log_lik[4344]",-5.54723051973667,0.00171369047125553,0.159737434564921,-5.88754587556073,-5.65071938168758,-5.53439575692457,-5.43165603016808,-5.26861361600319,8688.57684798709,1.00005107940794
"log_lik[4345]",-5.88270663830759,0.00193699707821887,0.180147085293462,-6.27670238603636,-5.99554027842296,-5.87027927199948,-5.75375251297482,-5.56837556591178,8649.61044305655,1.00017196729485
"log_lik[4346]",-3.40705173576381,0.000995828028662326,0.0972991171314822,-3.63964598674029,-3.46143601749701,-3.3898066389554,-3.33402645623069,-3.2718906774918,9546.60838566889,0.99988480392944
"log_lik[4347]",-5.02040805822281,0.000283407382539228,0.0259053296926749,-5.08959317690765,-5.02918693885322,-5.01497821433092,-5.00444910024855,-4.98788401978821,8355.18228861153,1.00025277278986
"log_lik[4348]",-8.04846396436353,0.000890499986791969,0.087556335592707,-8.25956894753805,-8.09495575918259,-8.03168970895782,-7.98353729982689,-7.93051496651134,9667.34727171312,1.00043807468772
"log_lik[4349]",-8.72097334390948,0.00102039823850787,0.0915024998948389,-8.93873637349267,-8.77324261919684,-8.70542486942363,-8.6518951994941,-8.59166523841841,8041.304693436,1.0001488298025
